CODIGO;POP2017;CLASSEPOP
2512002;18622;3
2512036;3770;1
2512077;4318;1
2512101;32766;4
2512200;4179;1
2512309;23489;4
2512408;13715;3
2512507;44214;4
2512606;1964;1
2512705;19579;3
2512721;6099;2
2512747;3607;1
2512754;4529;1
2512762;4519;1
2512788;1985;1
2512804;8609;2
2512903;24154;4
2513000;3980;1
2513109;12145;3
2513158;6557;2
2513208;6585;2
2513307;5887;2
2513356;3596;1
2513406;15401;3
2513505;5159;2
2513604;7024;2
2513653;2690;1
2513703;136851;6
2513802;4573;1
2513851;2519;1
2513901;34215;4
2513927;4540;1
2513943;2601;1
2513968;3120;1
2513984;3363;1
2514008;4296;1
2514107;4423;1
2514206;7679;2
2514305;6279;2
2514404;4635;1
2514453;5969;2
2514503;20163;4
2514552;3842;1
2514602;3566;1
2514651;1806;1
2514701;4145;1
2514800;3711;1
2514909;7721;2
2515005;7180;2
2515104;11845;3
2515203;3496;1
2515302;52697;5
2515401;11084;3
2515500;13707;3
2515609;3121;1
2515708;3100;1
2515807;7020;2
2515906;6093;2
2515930;5044;2
2515971;7795;2
2516003;26376;4
2516102;14987;3
2516151;3567;1
2516201;69554;5
2516300;16957;3
2516409;10967;3
2516508;15276;3
2516607;14661;3
2516706;15191;3
2516755;3066;1
2516805;9482;2
2516904;15382;3
2517001;9913;2
2517100;2820;1
2517209;5358;2
2517407;2245;1
2600054;99364;5
2600104;37017;4
2600203;19411;3
2600302;24644;4
2600401;36371;4
2600500;43087;4
2600609;14517;3
2600708;38267;4
2600807;22896;4
2600906;22726;4
2601003;11045;3
2601052;20268;4
2601102;83757;5
2601201;73667;5
2601300;14224;3
2601409;42438;4
2601508;11992;3
2601607;20670;4
2601706;75986;5
2601805;12637;3
2601904;60549;5
2602001;37816;4
2602100;48214;4
2602209;39025;4
2602308;38044;4
2602407;8973;2
2602506;7465;2
2602605;50138;5
2602704;13085;3
2602803;57696;5
2602902;204653;6
2603009;33856;4
2603108;20209;4
2603207;28500;4
2603306;11055;3
2603405;5736;2
2603454;156361;6
2603504;18583;3
2603603;8493;2
2603702;24762;4
2603801;19991;3
2603900;19440;3
2603926;12805;3
2604007;82685;5
2604106;356128;6
2604155;14274;3
2604205;42343;4
2604304;11695;3
2604403;13396;3
2604502;21525;4
2604601;26186;4
2604700;18098;3
2604809;12560;3
2604908;11559;3
2605004;23977;4
2605103;36753;4
2605152;18692;3
2605202;68281;5
2605301;31790;4
2605400;21958;4
2605459;3016;1
2605509;12057;3
2605608;22567;4
2605707;32483;4
2605806;15328;3
2605905;30709;4
2606002;138642;6
2606101;30425;4
2606200;79249;5
2606309;7417;2
2606408;83241;5
2606507;19100;3
2606606;28985;4
2606705;7735;2
2606804;115398;6
2606903;12175;3
2607000;22801;4
2607109;4542;1
2607208;94533;5
2607307;30447;4
2607406;4858;1
2607505;26314;4
2607604;25789;4
2607653;36320;4
2607703;13638;3
2607752;26338;4
2607802;16859;3
2607901;695956;7
2607950;11634;3
2608008;17026;3
2608057;14703;3
2608107;33485;4
2608206;15989;3
2608255;11334;3
2608305;14712;3
2608404;15284;3
2608453;17847;3
2608503;21338;4
2608602;13033;3
2608701;16218;3
2608750;25294;4
2608800;39888;4
2608909;56140;5
2609006;25214;4
2609105;15820;3
2609154;21047;4
2609204;11433;3
2609303;15270;3
2609402;62119;5
2609501;32280;4
2609600;390771;6
2609709;23768;4
2609808;14794;3
2609907;68776;5
2610004;62832;5
2610103;7761;2
2610202;26417;4
2610301;11449;3
2610400;21383;4
2610509;28889;4
2610608;55942;5
2610707;328353;6
2610806;22505;4
2610905;66881;5
2611002;36108;4
2611101;343219;6
2611200;11268;3
2611309;26960;4
2611408;14798;3
2611507;25831;4
2611533;6802;2
2611606;1633697;7
2611705;20392;4
2611804;47088;4
2611903;23379;4
2612000;10065;3
2612109;10747;3
2612208;60453;5
2612307;15779;3
2612406;25979;4
2612455;15202;3
2612471;12501;3
2612505;105761;6
2612554;14355;3
2612604;41652;4
2612703;14013;3
2612802;11734;3
2612901;15683;3
2613008;58824;5
2613107;37023;4
2613206;22628;4
2613305;21257;4
2613404;20963;4
2613503;33804;4
2613602;33704;4
2613701;112099;6
2613800;17904;3
2613909;85568;5
2614006;19080;3
2614105;35670;4
2614204;45263;4
2614303;11238;3
2614402;5978;2
2614501;64373;5
2614600;28301;4
2614709;12853;3
2614808;25368;4
2614857;23100;4
2615003;28358;4
2615102;7120;2
2615201;10437;3
2615300;53083;5
2615409;44189;4
2615508;13689;3
2615607;30155;4
2615706;15221;3
2615805;26990;4
2615904;8169;2
2616001;18258;3
2616100;9490;2
2616183;7641;2
2616209;20460;4
2616308;32429;4
2616407;137578;6
2616506;14651;3
2700102;20467;4
2700201;17818;3
2700300;234185;6
2700409;47744;4
2700508;16064;3
2700607;8401;2
2700706;18757;3
2700805;4453;1
2700904;6797;2
2701001;27590;4
2701100;10675;3
2701209;10897;3
2701308;21526;4
2701357;7024;2
2701407;57548;5
2701506;9692;2
2701605;17983;3
2701704;17354;3
2701803;9155;2
2701902;7427;2
2702009;10888;3
2702108;21926;4
2702207;5918;2
2702306;57498;5
2702355;24510;4
2702405;52597;5
2702504;11214;3
2702553;18435;3
2702603;22481;4
2702702;4806;1
2702801;12966;3
2702900;41279;4
2703007;15840;3
2703106;26022;4
2703205;24793;4
2703304;18652;3
2703403;5356;2
2703502;7135;2
2703601;8453;2
2703700;5676;2
2703759;11782;3
2703809;24280;4
2703908;4231;1
2704005;25093;4
2704104;18175;3
2704203;28953;4
2704302;1029129;7
2704401;20200;4
2704500;32940;4
2704609;9418;2
2704708;52260;5
2704807;13514;3
2704906;3579;1
2705002;25589;4
2705101;25012;4
2705200;17988;3
2705309;5413;2
2705408;7260;2
2705507;28579;4
2705606;12821;3
2705705;21767;4
2705804;9459;2
2705903;5195;2
2706000;11772;3
2706109;11635;3
2706208;5066;2
2706307;74208;5
2706406;24792;4
2706422;10684;3
2706448;13252;3
2706505;15461;3
2706604;7679;2
2706703;64497;5
2706802;18074;3
2706901;35552;4
2707008;2953;1
2707107;25298;4
2707206;14575;3
2707305;27501;4
2707404;7965;2
2707503;20327;4
2707602;11496;3
2707701;76019;5
2707800;6774;2
2707909;7386;2
2708006;48232;4
2708105;10899;3
2708204;7058;2
2708303;24226;4
2708402;32626;4
2708501;34961;4
2708600;61827;5
2708709;8022;2
2708808;34551;4
2708907;13949;3
2708956;14036;3
2709004;6270;2
2709103;20205;4
2709152;44666;4
2709202;28070;4
2709301;66477;5
2709400;26143;4
2800100;2390;1
2800209;21589;4
2800308;650106;7
2800407;10362;3
2800506;18489;3
2800605;29807;4
2800670;26961;4
2800704;8322;2
2801009;18111;3
2801108;4058;1
2801207;29372;4
2801306;34050;4
2801405;21842;4
2801504;16275;3
2801603;5933;2
2801702;18270;3
2801900;4012;1
2802007;5058;2
2802106;69278;5
2802205;5616;2
2802304;15349;3
2802403;11736;3
2802502;3315;1
2802601;5870;2
2802700;8611;2
2802809;17810;3
2802908;95196;5
2803005;41961;4
2803104;4988;1
2803203;34101;4
2803302;18656;3
2803401;13238;3
2803500;104099;6
2803609;29700;4
2803708;6920;2
2803807;3693;1
2803906;12691;3
2804003;17297;3
2804102;11438;3
2804201;15177;3
2804300;7683;2
2804409;18953;3
2804458;8869;2
2804508;36613;4
2804607;26624;4
2804706;6530;2
2804805;181928;6
2804904;14420;3
2805000;3254;1
2805109;9594;2
2805208;6556;2
2805307;9241;2
2805406;34529;4
2805505;23740;4
2805604;28735;4
2805703;29834;4
2805802;20014;4
2805901;10196;3
2806008;18641;3
2806107;10699;3
2806206;20168;4
2806305;14034;3
2806404;7751;2
2806503;3938;1
2806602;12146;3
2806701;89232;5
2806800;11133;3
2806909;3983;1
2807006;3943;1
2807105;40838;4
2807204;8851;2
2807303;3221;1
2807402;52156;5
2807501;13208;3
2807600;25114;4
2900108;9199;2
2900207;20189;4
2900306;15727;3
2900355;17349;3
2900405;17508;3
2900504;11212;3
2900603;4725;1
2900702;155979;6
2900801;23376;4
2900900;5985;2
2901007;38259;4
2901106;26409;4
2901155;16798;3
2901205;19568;3
2901304;13737;3
2901353;15490;3
2901403;14690;3
2901502;11481;3
2901601;19569;3
2901700;12208;3
2901809;12072;3
2901908;18334;3
2901957;7730;2
2902005;13962;3
2902054;12608;3
2902104;55935;5
2902203;11703;3
2902252;11661;3
2902302;9171;2
2902401;12706;3
2902500;14323;3
2902609;21403;4
2902658;13765;3
2902708;54915;5
2902807;22082;4
2902906;34121;4
2903003;14560;3
2903102;6258;2
2903201;157638;6
2903235;15217;3
2903276;16296;3
2903300;6251;2
2903409;24013;4
2903508;18247;3
2903607;16653;3
2903706;14069;3
2903805;19502;3
2903904;70618;5
2903953;10477;3
2904001;14760;3
2904050;17131;3
2904100;22464;4
2904209;10898;3
2904308;15122;3
2904407;10833;3
2904506;10974;3
2904605;69677;5
2904704;19256;3
2904753;21786;4
2904803;7841;2
2904852;19312;3
2904902;35139;4
2905008;23817;4
2905107;10058;3
2905156;16106;3
2905206;52853;5
2905305;19006;3
2905404;18224;3
2905503;13713;3
2905602;33310;4
2905701;296893;6
2905800;36644;4
2905909;30048;4
2906006;73448;5
2906105;10151;3
2906204;26862;4
2906303;33002;4
2906402;8837;2
2906501;89707;5
2906600;14792;3
2906709;26674;4
2906808;36191;4
2906824;17316;3
2906857;12199;3
2906873;31392;4
2906899;9773;2
2906907;22740;4
2907004;9544;2
2907103;30118;4
2907202;73382;5
2907301;27238;4
2907400;3669;1
2907509;56459;5
2907558;9764;2
2907608;17969;3
2907707;11591;3
2907806;34676;4
2907905;17739;3
2908002;19022;3
2908101;19498;3
2908200;23024;4
2908309;18229;3
2908408;68303;5
2908507;33876;4
2908606;26371;4
2908705;18191;3
2908804;4299;1
2908903;23896;4
2909000;8904;2
2909109;14933;3
2909208;16814;3
2909307;33361;4
2909406;14414;3
2909505;5576;2
2909604;21835;4
2909703;14403;3
2909802;64932;5
2909901;35524;4
2910008;11716;3
2910057;80657;5
2910107;12604;3
2910206;4212;1
2910305;8461;2
2910404;19376;3
2910503;43223;4
2910602;37845;4
2910701;61924;5
2910727;115290;6
2910750;18443;3
2910776;5922;2
2910800;627477;7
2910859;17176;3
2910909;5822;2
2911006;11244;3
2911105;25912;4
2911204;33234;4
2911253;4725;1
2911303;11639;3
2911402;15840;3
2911501;7848;2
2911600;21495;4
2911659;8081;2
2911709;86808;5
2911808;22154;4
2911857;13718;3
2911907;25884;4
2912004;10183;3
2912103;23529;4
2912202;19786;3
2912301;16796;3
2912400;18678;3
2912509;15413;3
2912608;4214;1
2912707;24293;4
2912806;8852;2
2912905;17221;3
2913002;16855;3
2913101;17948;3
2913200;27862;4
2913309;6437;2
2913408;16283;3
2913457;14187;3
2913507;27939;4
2913606;176341;6
2913705;40453;4
2913804;15499;3
2913903;47704;4
2914000;62631;5
2914109;10157;3
2914208;7521;2
2914307;9901;2
2914406;25536;4
2914505;29879;4
2914604;74483;5
2914653;31422;4
2914703;66806;5
2914802;221046;6
2914901;28382;4
2915007;16586;3
2915106;13199;3
2915205;15577;3
2915304;7291;2
2915353;14718;3
2915403;7218;2
2915502;21642;4
2915601;67356;5
2915700;8476;2
2915809;24901;4
2915908;6730;2
2916005;20501;4
2916104;22866;4
2916203;9830;2
2916302;10830;3
2916401;77533;5
2916500;36211;4
2916609;10799;3
2916708;8592;2
2916807;20314;4
2916856;14957;3
2916906;13254;3
2917003;37567;4
2917102;21241;4
2917201;19577;3
2917300;29428;4
2917334;11399;3
2917359;9056;2
2917409;15459;3
2917508;83635;5
2917607;56033;5
2917706;34499;4
2917805;19036;3
2917904;11120;3
2918001;162209;6
2918100;41605;4
2918209;15106;3
2918308;12692;3
2918357;25646;4
2918407;221773;6
2918456;9924;2
2918506;16006;3
2918555;6275;2
2918605;7066;2
2918704;3975;1
2918753;16029;3
2918803;24306;4
2918902;4068;1
2919009;4017;1
2919058;8886;2
2919108;9007;2
2919157;28244;4
2919207;197636;6
2919306;11636;3
2919405;12969;3
2919504;46739;4
2919553;83557;5
2919603;11879;3
2919702;19110;3
2919801;50987;5
2919900;8266;2
2919926;21007;4
2919959;4456;1
2920007;10274;3
2920106;19695;3
2920205;17526;3
2920304;8856;2
2920403;14251;3
2920452;13959;3
2920502;23018;4
2920601;46260;4
2920700;21313;4
2920809;10931;3
2920908;14728;3
2921005;46998;4
2921054;12488;3
2921104;23586;4
2921203;27520;4
2921302;11585;3
2921401;18729;3
2921450;9578;2
2921500;51953;5
2921609;8950;2
2921708;36856;4
2921807;12529;3
2921906;9957;2
2922003;42072;4
2922052;11988;3
2922102;27364;4
2922201;7678;2
2922250;11644;3
2922300;30631;4
2922409;22998;4
2922508;29546;4
2922607;14368;3
2922656;13597;3
2922706;17141;3
2922730;8119;2
2922755;6986;2
2922805;8428;2
2922854;9500;2
2922904;25460;4
2923001;44052;4
2923035;12514;3
2923050;16037;3
2923100;29227;4
2923209;22805;4
2923308;8916;2
2923357;18025;3
2923407;22553;4
2923506;9250;2
2923605;22286;4
2923704;32967;4
2923803;30075;4
2923902;10673;3
2924009;120706;6
2924058;14226;3
2924108;7527;2
2924207;18209;3
2924306;18267;3
2924405;35740;4
2924504;16889;3
2924603;21171;4
2924652;11012;3
2924678;10411;3
2924702;11849;3
2924801;25211;4
2924900;9582;2
2925006;26915;4
2925105;48861;4
2925204;39718;4
2925253;15830;3
2925303;149324;6
2925402;8438;2
2925501;29326;4
2925600;15734;3
2925709;13334;3
2925758;28082;4
2925808;26552;4
2925907;28632;4
2925931;9411;2
2925956;23562;4
2926004;42672;4
2926103;14730;3
2926202;23313;4
2926301;34784;4
2926400;36439;4
2926509;15443;3
2926608;54965;5
2926657;7437;2
2926707;13712;3
2926806;15804;3
2926905;12130;3
2927002;41767;4
2927101;9405;2
2927200;32009;4
2927309;15772;3
2927408;2953986;7
2927507;21415;4
2927606;14976;3
2927705;28552;4
2927804;6698;2
2927903;11161;3
2928000;38422;4
2928059;13398;3
2928109;41769;4
2928208;27492;4
2928307;9263;2
2928406;29146;4
2928505;10682;3
2928604;61961;5
2928703;103342;6
2928802;53898;5
2928901;33661;4
2928950;9404;2
2929008;15310;3
2929057;15825;3
2929107;21964;4
2929206;40220;4
2929255;19613;3
2929305;38018;4
2929354;6045;2
2929370;10784;3
2929404;12092;3
2929503;45827;4
2929602;18114;3
2929701;20429;4
2929750;12380;3
2929800;13385;3
2929909;45568;4
2930006;11696;3
2930105;81218;5
2930154;32991;4
2930204;41891;4
2930303;18320;3
2930402;16036;3
2930501;83088;5
2930600;13832;3
2930709;136050;6
2930758;13437;3
2930766;11283;3
2930774;23713;4
2930808;17503;3
2930907;13057;3
2931004;21315;4
2931053;17884;3
2931103;8232;2
2931202;21462;4
2931301;17845;3
2931350;161690;6
2931400;7936;2
2931509;23378;4
2931608;15357;3
2931707;13536;3
2931806;17700;3
2931905;52540;5
2932002;25773;4
2932101;20800;4
2932200;20489;4
2932309;27527;4
2932408;14474;3
2932457;19522;3
2932507;21331;4
2932606;17356;3
2932705;21711;4
2932804;19780;3
2932903;98749;5
2933000;28743;4
2933059;14662;3
2933109;9449;2
2933158;13454;3
2933174;9375;2
2933208;43640;4
2933257;6620;2
2933307;348718;6
2933406;9753;2
2933455;12935;3
2933505;22365;4
2933604;48365;4
3100104;7059;2
3100203;23611;4
3100302;13733;3
3100401;4065;1
3100500;9997;2
3100609;14370;3
3100708;2058;1
3100807;4440;1
3100906;19416;3
3101003;13576;3
3101102;25711;4
3101201;6209;2
3101300;2752;1
3101409;3046;1
3101508;35866;4
3101607;79707;5
3101631;6775;2
3101706;41794;4
3101805;7515;2
3101904;19846;3
3102001;14551;3
3102050;5791;2
3102100;11693;3
3102209;4199;1
3102308;15599;3
3102407;3673;1
3102506;4924;1
3102605;40706;4
3102704;9479;2
3102803;12507;3
3102852;8541;2
3102902;11608;3
3103009;9637;2
3103108;1664;1
3103207;2368;1
3103306;2111;1
3103405;37361;4
3103504;117445;6
3103603;2873;1
3103702;8544;2
3103751;6774;2
3103801;2883;1
3103900;8996;2
3104007;104283;6
3104106;10578;3
3104205;39811;4
3104304;14956;3
3104403;2859;1
3104452;5192;2
3104502;18243;3
3104601;14118;3
3104700;13762;3
3104809;5023;2
3104908;19315;3
3105004;8051;2
3105103;24018;4
3105202;4984;1
3105301;5739;2
3105400;31968;4
3105509;5648;2
3105608;136689;6
3105707;5624;2
3105905;20882;4
3106002;10416;3
3106101;3503;1
3106200;2523794;7
3106309;26158;4
3106408;7841;2
3106507;12360;3
3106606;4678;1
3106655;4720;1
3106705;427146;6
3106804;3613;1
3106903;14545;3
3107000;2619;1
3107109;40530;4
3107208;5185;2
3107307;50168;5
3107406;50042;5
3107505;6644;2
3107604;4203;1
3107703;6018;2
3107802;15459;3
3107901;10775;3
3108008;17907;3
3108107;7020;2
3108206;5764;2
3108255;10951;3
3108305;19055;3
3108404;15322;3
3108503;6540;2
3108552;16105;3
3108602;32732;4
3108701;4550;1
3108800;5003;2
3108909;14889;3
3109006;38863;4
3109105;11233;3
3109204;10594;3
3109253;4146;1
3109303;24689;4
3109402;28335;4
3109451;6940;2
3109501;14330;3
3109600;3710;1
3109709;11646;3
3109808;2691;1
3109907;11399;3
3110004;44377;4
3110103;5440;2
3110202;4108;1
3110301;14529;3
3110400;3064;1
3110509;22057;4
3110608;29165;4
3110707;13053;3
3110806;3757;1
3110905;16627;3
3111002;21440;4
3111101;20079;4
3111150;3863;1
3111200;54458;5
3111309;11878;3
3111408;7886;2
3111507;15387;3
3111606;29057;4
3111705;4699;1
3111804;12117;3
3111903;5735;2
3112000;15147;3
3112059;4517;1
3112109;5489;2
3112208;4805;1
3112307;37867;4
3112406;7152;2
3112505;9678;2
3112604;16250;3
3112653;5405;2
3112703;15237;3
3112802;8682;2
3112901;9431;2
3113008;23781;4
3113107;3299;1
3113206;25376;4
3113305;33559;4
3113404;91841;5
3113503;9544;2
3113602;6757;2
3113701;19750;3
3113800;2629;1
3113909;12350;3
3114006;11559;3
3114105;14822;3
3114204;22136;4
3114303;30861;4
3114402;21458;4
3114501;18995;3
3114550;10072;3
3114600;4110;1
3114709;3581;1
3114808;4617;1
3114907;2309;1
3115003;3071;1
3115102;18057;3
3115201;4050;1
3115300;75025;5
3115359;5316;2
3115409;3666;1
3115458;6612;2
3115474;5151;2
3115508;22208;4
3115607;1209;1
3115706;7112;2
3115805;10622;3
3115904;3101;1
3116001;5823;2
3116100;15675;3
3116159;12971;3
3116209;2789;1
3116308;6868;2
3116407;4847;1
3116506;7819;2
3116605;28287;4
3116704;7559;2
3116803;9146;2
3116902;3138;1
3117009;7599;2
3117108;10374;3
3117207;2858;1
3117306;26818;4
3117405;4644;1
3117504;18126;3
3117603;5515;2
3117702;13724;3
3117801;11467;3
3117836;7624;2
3117876;6608;2
3117900;11706;3
3118007;53843;5
3118106;5134;2
3118205;6960;2
3118304;127369;6
3118403;23240;4
3118502;1810;1
3118601;658580;7
3118700;9432;2
3118809;27052;4
3118908;9029;2
3119005;3587;1
3119104;24384;4
3119203;10339;3
3119302;28508;4
3119401;110326;6
3119500;9411;2
3119609;3125;1
3119708;3471;1
3119807;3359;1
3119906;3804;1
3119955;6295;2
3120003;2970;1
3120102;4444;1
3120151;6631;2
3120201;12564;3
3120300;6042;2
3120409;5225;2
3120508;10482;3
3120607;5057;2
3120706;4174;1
3120805;15497;3
3120839;4995;1
3120870;7623;2
3120904;79878;5
3121001;5471;2
3121100;8205;2
3121209;7186;2
3121258;9904;2
3121308;5047;2
3121407;7334;2
3121506;3015;1
3121605;48230;4
3121704;3913;1
3121803;8287;2
3121902;3455;1
3122009;20133;4
3122108;5086;2
3122207;7559;2
3122306;234937;6
3122355;6625;2
3122405;6068;2
3122454;10547;3
3122470;3818;1
3122504;5247;2
3122603;4602;1
3122702;5351;2
3122801;3072;1
3122900;6527;2
3123007;10093;3
3123106;5316;2
3123205;13923;3
3123304;4437;1
3123403;1533;1
3123502;1930;1
3123528;7884;2
3123601;27730;4
3123700;11098;3
3123809;7377;2
3123858;5443;2
3123908;15292;3
3124005;19015;3
3124104;69010;5
3124203;24805;4
3124302;32214;4
3124401;4712;1
3124500;11449;3
3124609;2448;1
3124708;3590;1
3124807;7981;2
3124906;11285;3
3125002;3952;1
3125101;34344;4
3125200;2426;1
3125309;3371;1
3125408;5012;2
3125507;3205;1
3125606;7431;2
3125705;15273;3
3125804;3369;1
3125903;10432;3
3125952;11039;3
3126000;7343;2
3126109;68423;5
3126208;9294;2
3126307;4407;1
3126406;2932;1
3126505;10557;3
3126604;5215;2
3126703;26428;4
3126752;5672;2
3126802;6024;2
3126901;9597;2
3126950;3510;1
3127008;17072;3
3127057;4733;1
3127073;5709;2
3127107;58770;5
3127206;4277;1
3127305;7034;2
3127339;5246;2
3127354;3160;1
3127370;3328;1
3127388;3952;1
3127404;4410;1
3127503;6223;2
3127602;12064;3
3127701;280901;6
3127800;15931;3
3127909;1418;1
3128006;34054;4
3128105;14460;3
3128204;10542;3
3128253;5001;2
3128303;19378;3
3128402;9047;2
3128501;3938;1
3128600;6736;2
3128709;52294;5
3128808;7300;2
3128907;7956;2
3129004;8714;2
3129103;5959;2
3129202;6561;2
3129301;10962;3
3129400;5150;2
3129509;25100;4
3129608;8400;2
3129657;6165;2
3129707;13575;3
3129806;177475;6
3129905;3536;1
3130002;3018;1
3130051;11835;3
3130101;41127;4
3130200;10547;3
3130309;8172;2
3130408;6460;2
3130507;12358;3
3130556;6899;2
3130606;7356;2
3130655;7524;2
3130705;6806;2
3130804;2785;1
3130903;24792;4
3131000;6240;2
3131109;7489;2
3131158;18375;3
3131208;19736;3
3131307;261203;6
3131406;4285;1
3131505;10125;3
3131604;6969;2
3131703;119285;6
3131802;11498;3
3131901;50816;5
3132008;5374;2
3132107;18443;3
3132206;13329;3
3132305;12725;3
3132404;97000;5
3132503;34661;4
3132602;4362;1
3132701;23637;4
3132800;2207;1
3132909;10501;3
3133006;15391;3
3133105;15290;3
3133204;12394;3
3133303;21559;4
3133402;15041;3
3133501;22158;4
3133600;9618;2
3133709;10979;3
3133758;16082;3
3133808;92696;5
3133907;5690;2
3134004;15147;3
3134103;6120;2
3134202;104526;6
3134301;6213;2
3134400;38484;4
3134509;3926;1
3134608;19545;3
3134707;12561;3
3134806;7809;2
3134905;25453;4
3135001;3158;1
3135050;37939;4
3135076;5414;2
3135100;71653;5
3135209;68584;5
3135308;4308;1
3135357;8683;2
3135407;5209;2
3135456;7672;2
3135506;12859;3
3135605;7890;2
3135704;5319;2
3135803;25560;4
3135902;4898;1
3136009;15634;3
3136108;4996;1
3136207;79590;5
3136306;48751;4
3136405;4669;1
3136504;10901;3
3136520;4631;1
3136553;4894;1
3136579;4877;1
3136603;5804;2
3136652;25874;4
3136702;563769;7
3136801;4358;1
3136900;10341;3
3136959;5860;2
3137007;18152;3
3137106;7795;2
3137205;51204;5
3137304;4248;1
3137403;13056;3
3137502;18175;3
3137536;9440;2
3137601;61752;5
3137700;20301;4
3137809;20870;4
3137908;3498;1
3138005;6852;2
3138104;6664;2
3138203;102124;6
3138302;3300;1
3138351;4998;1
3138401;53354;5
3138500;5296;2
3138609;16910;3
3138625;7487;2
3138658;9044;2
3138674;6409;2
3138682;6756;2
3138708;5572;2
3138807;18400;3
3138906;7237;2
3139003;41920;4
3139102;5153;2
3139201;19157;3
3139250;6624;2
3139300;19372;3
3139409;88580;5
3139508;22784;4
3139607;28132;4
3139706;7876;2
3139805;12743;3
3139904;14488;3
3140001;59857;5
3140100;4254;1
3140159;14988;3
3140209;2979;1
3140308;4129;1
3140407;2900;1
3140506;13436;3
3140530;8172;2
3140555;8539;2
3140605;4619;1
3140704;30678;4
3140803;14449;3
3140852;10999;3
3140902;18914;3
3141009;12849;3
3141108;37344;4
3141207;3846;1
3141306;3765;1
3141405;21409;4
3141504;6564;2
3141603;10868;3
3141702;5911;2
3141801;32009;4
3141900;3970;1
3142007;13726;3
3142106;10837;3
3142205;14946;3
3142254;4885;1
3142304;4957;1
3142403;7525;2
3142502;2327;1
3142601;8711;2
3142700;15603;3
3142809;21095;4
3142908;21783;4
3143005;13453;3
3143104;48248;4
3143153;4936;1
3143203;21949;4
3143302;402027;6
3143401;23444;4
3143450;8168;2
3143500;8860;2
3143609;2595;1
3143708;3339;1
3143807;6261;2
3143906;108537;6
3144003;27528;4
3144102;21026;4
3144201;3274;1
3144300;41787;4
3144359;6930;2
3144375;3382;1
3144409;4820;1
3144508;8583;2
3144607;27053;4
3144656;10375;3
3144672;3465;1
3144706;17994;3
3144805;92178;5
3144904;3757;1
3145000;14934;3
3145059;7648;2
3145109;16645;3
3145208;94681;5
3145307;31884;4
3145356;10869;3
3145372;5308;2
3145406;1873;1
3145455;5943;2
3145505;2763;1
