CODIGO;POP2017;CLASSEPOP
4118105;11265;3
4118204;152975;6
4118303;3117;1
4118402;87850;5
4118451;5432;2
4118501;80710;5
4118600;5842;2
4118709;7360;2
4118808;14198;3
4118857;6105;2
4118907;11101;3
4119004;6674;2
4119103;12455;3
4119152;129445;6
4119202;6440;2
4119251;2757;1
4119301;32322;4
4119400;25277;4
4119509;107751;6
4119608;32015;4
4119657;3140;1
4119707;4303;1
4119806;13889;3
4119905;344332;6
4119954;25393;4
4120002;13754;3
4120101;4835;1
4120150;3491;1
4120200;2611;1
4120309;4148;1
4120333;3718;1
4120358;5477;2
4120408;5227;2
4120507;11286;3
4120606;52125;5
4120655;4764;1
4120705;7472;2
4120804;22651;4
4120853;4031;1
4120903;33543;4
4121000;12320;3
4121109;4897;1
4121208;18733;3
4121257;4435;1
4121307;3963;1
4121356;2800;1
4121406;17111;3
4121505;14981;3
4121604;6979;2
4121703;26763;4
4121752;7927;2
4121802;10941;3
4121901;13557;3
4122008;15125;3
4122107;3337;1
4122156;13552;3
4122172;4119;1
4122206;32504;4
4122305;33857;4
4122404;64726;5
4122503;10779;3
4122602;9581;2
4122651;5231;2
4122701;6702;2
4122800;4003;1
4122909;5158;2
4123006;14713;3
4123105;3603;1
4123204;3544;1
4123303;8113;2
4123402;11691;3
4123501;25911;4
4123600;1727;1
4123709;8858;2
4123808;14411;3
4123824;3955;1
4123857;10716;3
4123907;12307;3
4123956;3915;1
4124004;5222;2
4124020;10471;3
4124053;22992;4
4124103;45819;4
4124202;2741;1
4124301;2281;1
4124400;20158;4
4124509;5506;2
4124608;6839;2
4124707;11519;3
4124806;10644;3
4124905;6025;2
4125001;11005;3
4125100;14927;3
4125209;9291;2
4125308;5676;2
4125357;5946;2
4125407;6485;2
4125456;3816;1
4125506;307530;6
4125555;2189;1
4125605;45398;4
4125704;27461;4
4125753;6286;2
4125803;10928;3
4125902;2443;1
4126009;8985;2
4126108;5715;2
4126207;6905;2
4126256;94181;5
4126272;5448;2
4126306;19443;3
4126355;4637;1
4126405;5633;2
4126504;16485;3
4126603;20508;4
4126652;3222;1
4126678;14143;3
4126702;5064;2
4126801;15962;3
4126900;5798;2
4127007;11834;3
4127106;77276;5
4127205;16991;3
4127304;16578;3
4127403;17627;3
4127502;20562;4
4127601;16348;3
4127700;135538;6
4127809;8470;2
4127858;12256;3
4127882;7971;2
4127908;8833;2
4127957;8277;2
4127965;13640;3
4128005;21762;4
4128104;109955;6
4128203;57027;5
4128302;2614;1
4128401;11662;3
4128500;19856;3
4128534;11407;3
4128559;8918;2
4128609;7692;2
4128625;2998;1
4128633;5781;2
4128658;4095;1
4128708;6878;2
4128807;5957;2
4200051;2604;1
4200101;17847;3
4200200;10581;3
4200309;5437;2
4200408;7154;2
4200507;6445;2
4200556;2387;1
4200606;6298;2
4200705;9960;2
4200754;1967;1
4200804;5832;2
4200903;4943;1
4201000;7537;2
4201109;3248;1
4201208;8327;2
4201257;10542;3
4201273;4281;1
4201307;35268;4
4201406;67110;5
4201505;8520;2
4201604;3564;1
4201653;2261;1
4201703;7877;2
4201802;3254;1
4201901;5688;2
4201950;12344;3
4202008;135268;6
4202057;10317;3
4202073;10413;3
4202081;2751;1
4202099;1739;1
4202107;27781;4
4202131;6304;2
4202156;2709;1
4202206;11425;3
4202305;66558;5
4202404;348513;6
4202438;3456;1
4202453;18623;3
4202503;4694;1
4202537;2919;1
4202578;2151;1
4202602;9796;2
4202701;5100;2
4202800;32648;4
4202859;3709;1
4202875;2539;1
4202909;128818;6
4203006;77323;5
4203105;6213;2
4203154;3380;1
4203204;78731;5
4203253;2597;1
4203303;12012;3
4203402;7177;2
4203501;8787;2
4203600;35710;4
4203709;11944;3
4203808;54403;5
4203907;22524;4
4203956;24298;4
4204004;10632;3
4204103;3850;1
4204152;2760;1
4204178;3254;1
4204194;2953;1
4204202;213279;6
4204251;16446;3
4204301;73766;5
4204350;4321;1
4204400;10130;3
4204459;2548;1
4204509;15541;3
4204558;13358;3
4204608;211369;6
4204707;11057;3
4204756;1955;1
4204806;39566;4
4204905;8399;2
4205001;15450;3
4205100;4081;1
4205159;4043;1
4205175;3183;1
4205191;2076;1
4205209;4480;1
4205308;10745;3
4205357;1594;1
4205407;485838;6
4205431;2549;1
4205456;25988;4
4205506;36261;4
4205555;2146;1
4205605;3058;1
4205704;22082;4
4205803;17479;3
4205902;67392;5
4206009;14229;3
4206108;6537;2
4206207;11394;3
4206306;22732;4
4206405;10259;3
4206504;42872;4
4206603;5139;2
4206652;4733;1
4206702;22443;4
4206751;1967;1
4206801;3268;1
4206900;18721;3
4207007;54845;5
4207106;13857;3
4207205;10571;3
4207304;44076;4
4207403;6133;2
4207502;66497;5
4207577;2917;1
4207601;4562;1
4207650;8930;2
4207684;7400;2
4207700;7561;2
4207759;4067;1
4207809;10285;3
4207858;1984;1
4207908;11133;3
4208005;6275;2
4208104;21506;4
4208203;212615;6
4208302;61187;5
4208401;16683;3
4208450;19355;3
4208500;24622;4
4208609;3990;1
4208708;10539;3
4208807;19527;3
4208906;170835;6
4208955;1625;1
4209003;29608;4
4209102;577077;7
4209151;4887;1
4209177;2127;1
4209201;2251;1
4209300;158508;6
4209409;45311;4
4209458;1453;1
4209508;6790;2
4209607;15149;3
4209706;12133;3
4209805;3140;1
4209854;4615;1
4209904;11774;3
4210001;12413;3
4210035;5705;2
4210050;1799;1
4210100;55907;5
4210209;3429;1
4210308;8015;2
4210407;7139;2
4210506;25076;4
4210555;1906;1
4210605;16455;3
4210704;2614;1
4210803;7047;2
4210852;2374;1
4210902;4192;1
4211009;11496;3
4211058;9785;2
4211108;8471;2
4211207;17532;3
4211256;2915;1
4211306;77137;5
4211405;4879;1
4211454;4339;1
4211504;14099;3
4211603;14837;3
4211652;2532;1
4211702;22723;4
4211751;18313;3
4211801;7363;2
4211850;2245;1
4211876;1577;1
4211892;2376;1
4211900;164926;6
4212007;7558;2
4212056;2586;1
4212106;16253;3
4212205;19015;3
4212239;3613;1
4212254;8370;2
4212270;4243;1
4212304;7360;2
4212403;4026;1
4212502;31025;4
4212601;2855;1
4212650;9980;2
4212700;6021;2
4212809;21884;4
4212908;19511;3
4213005;3480;1
4213104;4102;1
4213153;2844;1
4213203;32334;4
4213302;4767;1
4213351;3413;1
4213401;11545;3
4213500;20294;4
4213609;35207;4
4213708;16957;3
4213807;7364;2
4213906;1610;1
4214003;16996;3
4214102;2304;1
4214151;2906;1
4214201;10044;3
4214300;2871;1
4214409;6246;2
4214508;6043;2
4214607;7463;2
4214706;11431;3
4214805;69188;5
4214904;4606;1
4215000;42029;4
4215059;2489;1
4215075;4670;1
4215109;11488;3
4215208;5022;2
4215307;7634;2
4215356;3847;1
4215406;4655;1
4215455;12233;3
4215505;16701;3
4215554;2266;1
4215604;2139;1
4215653;8356;2
4215679;8846;2
4215687;2557;1
4215695;1317;1
4215703;22609;4
4215752;2449;1
4215802;82842;5
4215901;2899;1
4216008;11132;3
4216057;5464;2
4216107;9502;2
4216206;50701;5
4216255;6309;2
4216305;35065;4
4216354;3690;1
4216404;7268;2
4216503;26646;4
4216602;239718;6
4216701;13897;3
4216800;8588;2
4216909;23698;4
4217006;12934;3
4217105;3210;1
4217154;1848;1
4217204;39793;4
4217253;5602;2
4217303;9664;2
4217402;20095;4
4217501;17526;3
4217550;3301;1
4217600;13870;3
4217709;29710;4
4217758;2551;1
4217808;18261;3
4217907;8738;2
4217956;1695;1
4218004;36931;4
4218103;5377;2
4218202;42801;4
4218251;7767;2
4218301;19146;3
4218350;3863;1
4218400;7098;2
4218509;7545;2
4218608;7211;2
4218707;104457;6
4218756;4597;1
4218806;12746;3
4218855;2600;1
4218905;11191;3
4218954;2487;1
4219002;21177;4
4219101;3590;1
4219150;2543;1
4219176;4597;1
4219200;6356;2
4219309;52066;5
4219358;5056;2
4219408;3912;1
4219507;49738;4
4219606;4012;1
4219705;28210;4
4219853;3300;1
4220000;12403;3
4300034;4759;1
4300059;3841;1
4300109;17085;3
4300208;7358;2
4300307;6736;2
4300406;78003;5
4300455;4037;1
4300471;2079;1
4300505;7433;2
4300554;1803;1
4300570;3040;1
4300604;208177;6
4300638;6854;2
4300646;7576;2
4300661;1306;1
4300703;6210;2
4300802;13306;3
4300851;3748;1
4300877;5395;2
4300901;6601;2
4301008;20272;4
4301057;9050;2
4301073;2906;1
4301107;14255;3
4301206;13388;3
4301305;18922;3
4301404;10614;3
4301503;7091;2
4301552;3718;1
4301602;122209;6
4301636;12671;3
4301651;6109;2
4301701;6763;2
4301750;7440;2
4301800;5474;2
4301859;3253;1
4301875;4223;1
4301909;13365;3
4301925;1915;1
4301958;2516;1
4302006;11486;3
4302055;2227;1
4302105;115069;6
4302154;2167;1
4302204;6829;2
4302220;2526;1
4302238;2579;1
4302253;2859;1
4302303;11773;3
4302352;13189;3
4302378;2216;1
4302402;12204;3
4302451;7914;2
4302501;6801;2
4302584;2228;1
4302600;3647;1
4302659;4996;1
4302709;21247;4
4302808;34634;4
4302907;13552;3
4303004;85495;5
4303103;127318;6
4303202;5100;2
4303301;5042;2
4303400;5064;2
4303509;66215;5
4303558;2733;1
4303608;6680;2
4303673;3407;1
4303707;5994;2
4303806;5641;2
4303905;64914;5
4304002;5161;2
4304101;3514;1
4304200;31603;4
4304309;6567;2
4304358;9406;2
4304408;43062;4
4304507;56103;5
4304606;343853;6
4304614;1817;1
4304622;1758;1
4304630;48401;4
4304655;3449;1
4304663;25495;4
4304671;4362;1
4304689;11455;3
4304697;2769;1
4304705;62339;5
4304713;7971;2
4304804;28091;4
4304853;1547;1
4304903;9079;2
4304952;3185;1
4305009;9335;2
4305108;483377;6
4305116;3016;1
4305124;6443;2
4305132;4694;1
4305157;2437;1
4305173;11486;3
4305207;14069;3
4305306;9597;2
4305355;38899;4
4305371;3482;1
4305405;4026;1
4305439;6456;2
4305447;5319;2
4305454;14710;3
4305504;4983;1
4305587;2499;1
4305603;3478;1
4305702;6836;2
4305801;10109;3
4305835;1559;1
4305850;2458;1
4305871;2559;1
4305900;7776;2
4305934;1728;1
4305959;4000;1
4305975;2876;1
4306007;14195;3
4306056;7831;2
4306072;2918;1
4306106;63463;5
4306130;2059;1
4306205;12258;3
4306304;4844;1
4306320;3102;1
4306353;2744;1
4306379;3130;1
4306403;30753;4
4306429;2158;1
4306452;3430;1
4306502;15279;3
4306551;2617;1
4306601;39822;4
4306700;3331;1
4306734;5110;2
4306759;2071;1
4306767;38581;4
4306809;22128;4
4306908;25872;4
4306924;1340;1
4306932;8981;2
4306957;3035;1
4306973;3066;1
4307005;103437;6
4307054;3215;1
4307104;6980;2
4307203;5170;2
4307302;7660;2
4307401;3313;1
4307450;3204;1
4307500;15843;3
4307559;6161;2
4307609;47287;4
4307708;84237;5
4307807;33140;4
4307815;3745;1
4307831;2699;1
4307864;2724;1
4307906;69542;5
4308003;6867;2
4308052;2523;1
4308078;4194;1
4308102;13273;3
4308201;29603;4
4308250;1958;1
4308300;10836;3
4308409;7053;2
4308433;2519;1
4308458;4588;1
4308508;30832;4
4308607;33624;4
4308656;3182;1
4308706;5878;2
4308805;8663;2
4308854;1705;1
4308904;16648;3
4309001;17069;3
4309050;7654;2
4309100;35047;4
4309126;2247;1
4309159;4251;1
4309209;275146;6
4309258;1600;1
4309308;99334;5
4309407;24836;4
4309506;8080;2
4309555;4664;1
4309571;3070;1
4309605;19338;3
4309654;6561;2
4309704;4988;1
4309753;4519;1
4309803;4846;1
4309902;7458;2
4309951;4155;1
4310009;20355;4
4310108;34903;4
4310207;83330;5
4310306;4202;1
4310330;20578;4
4310363;3157;1
4310405;6598;2
4310413;2312;1
4310439;6482;2
4310462;1975;1
4310504;7921;2
4310538;5384;2
4310553;3552;1
4310579;2295;1
4310603;39012;4
4310652;2583;1
4310702;3896;1
4310751;2104;1
4310801;22514;4
4310850;4082;1
4310876;2666;1
4310900;3704;1
4311007;28156;4
4311106;11514;3
4311122;4083;1
4311130;3645;1
4311155;8679;2
4311205;20012;4
4311239;2852;1
4311254;6516;2
4311270;1650;1
4311304;28454;4
4311403;79819;5
4311429;2596;1
4311502;7807;2
4311601;5686;2
4311627;5765;2
4311643;1712;1
4311700;5640;2
4311718;4804;1
4311734;3079;1
4311759;7383;2
4311775;7016;2
4311791;2677;1
4311809;41059;4
4311908;4941;1
4311981;3932;1
4312005;2190;1
4312054;4159;1
4312104;5124;2
4312138;2574;1
4312153;4276;1
4312179;1780;1
4312203;4804;1
4312252;8059;2
4312302;4975;1
4312351;1545;1
4312377;3249;1
4312385;2689;1
4312401;63868;5
4312427;2986;1
4312443;3166;1
4312450;6566;2
4312476;6183;2
4312500;12794;3
4312609;5006;2
4312617;3156;1
4312625;1903;1
4312658;17185;3
4312674;1752;1
4312708;12247;3
4312757;3481;1
4312807;4471;1
4312906;9599;2
4312955;1932;1
4313003;3344;1
4313011;2807;1
4313037;5125;2
4313060;20405;4
4313086;2568;1
4313102;6605;2
4313201;20675;4
4313300;25559;4
4313334;2417;1
4313359;3603;1
4313375;26450;4
4313391;4125;1
4313409;249508;6
4313425;3757;1
4313441;2312;1
4313466;1790;1
4313490;4181;1
4313508;44468;4
4313607;4172;1
4313656;11449;3
4313706;34844;4
4313805;7184;2
4313904;41781;4
4313953;9845;2
4314001;7404;2
4314027;7677;2
4314035;3760;1
4314050;56277;5
4314068;5554;2
4314076;6430;2
4314100;198799;6
4314134;2308;1
4314159;8485;2
4314175;2168;1
4314209;7999;2
4314308;4043;1
4314407;344385;6
4314423;5595;2
4314456;2616;1
4314464;2104;1
4314472;4544;1
4314498;4803;1
4314506;12913;3
4314548;2868;1
4314555;2625;1
4314605;20799;4
4314704;10623;3
4314753;2112;1
4314779;3990;1
4314787;1706;1
4314803;34692;4
4314902;1484941;7
4315008;5227;2
4315057;2536;1
4315073;1676;1
4315107;10718;3
4315131;1819;1
4315149;2752;1
4315156;6379;2
4315172;2034;1
4315206;4159;1
4315305;23532;4
4315313;1856;1
4315321;2824;1
4315354;3826;1
4315404;11187;3
4315453;2187;1
4315503;16315;3
4315552;3317;1
4315602;209378;6
4315701;39000;4
4315750;4607;1
4315800;11101;3
4315909;5967;2
4315958;2515;1
4316006;20920;4
4316105;10695;3
4316204;5497;2
4316303;7245;2
4316402;40727;4
4316428;2676;1
4316436;2849;1
4316451;12490;3
4316477;2776;1
4316501;7434;2
4316600;16237;3
4316709;8694;2
4316733;1695;1
4316758;6285;2
4316808;127429;6
4316907;278445;6
4316956;6358;2
4316972;2519;1
4317004;8414;2
4317103;82312;5
4317202;72753;5
4317251;1780;1
4317301;31274;4
4317400;50658;5
4317509;79101;5
4317558;2196;1
4317608;42333;4
4317707;11051;3
4317756;2059;1
4317806;14334;3
4317905;14738;3
4317954;2468;1
4318002;62808;5
4318051;3080;1
4318101;19382;3
4318200;21679;4
4318309;62957;5
4318408;23763;4
4318424;4831;1
4318432;2646;1
4318440;2842;1
4318457;2714;1
4318465;2158;1
4318481;4543;1
4318499;2205;1
4318507;27206;4
4318606;7117;2
4318614;2298;1
4318622;3496;1
4318705;230914;6
4318804;44580;4
4318903;35057;4
4319000;21364;4
4319109;5779;2
4319125;3309;1
4319158;7754;2
4319208;5677;2
4319307;6280;2
4319356;3639;1
4319364;1998;1
4319372;2991;1
4319406;16763;3
4319505;24967;4
4319604;24403;4
4319703;3581;1
4319711;2265;1
4319737;2760;1
4319752;2154;1
4319802;8817;2
4319901;80311;5
4320008;139476;6
4320107;23398;4
4320206;11144;3
4320230;3050;1
4320263;7428;2
4320305;5152;2
4320321;2880;1
4320354;5528;2
4320404;16184;3
4320453;2198;1
4320503;6065;2
4320552;6317;2
4320578;2114;1
4320602;3868;1
4320651;2481;1
4320677;10408;3
4320701;15018;3
4320800;31361;4
4320859;4526;1
4320909;22077;4
4321006;10814;3
4321105;17425;3
4321204;57544;5
4321303;27207;4
4321329;3101;1
4321352;5567;2
4321402;14008;3
4321436;10783;3
4321451;30846;4
4321469;2946;1
4321477;6294;2
4321493;2970;1
4321501;37564;4
4321600;47521;4
4321626;2391;1
4321634;2851;1
4321667;10904;3
4321709;26589;4
4321808;24497;4
4321832;2898;1
4321857;4457;1
4321907;24632;4
4321956;5961;2
4322004;28289;4
4322103;5965;2
4322152;4604;1
4322186;1573;1
4322202;23705;4
4322251;4472;1
4322301;8494;2
4322327;3585;1
4322343;2232;1
4322350;1374;1
4322376;2467;1
4322400;129784;6
4322509;65397;5
4322525;3461;1
4322533;11727;3
4322541;5638;2
4322558;2101;1
4322608;70481;5
4322707;26024;4
4322806;25073;4
4322855;1956;1
4322905;5205;2
4323002;253717;6
4323101;5152;2
4323200;3051;1
4323309;3382;1
4323358;2185;1
4323408;4407;1
4323457;4370;1
4323507;2877;1
4323606;1611;1
4323705;2882;1
4323754;3422;1
4323770;2977;1
4323804;14650;3
5000203;14992;3
5000252;5188;2
5000609;38465;4
5000708;24954;4
5000807;8927;2
5000856;10458;3
5000906;8808;2
5001003;25072;4
5001102;47482;4
5001243;11771;3
5001508;6795;2
5001904;22389;4
5002001;11248;3
5002100;24331;4
5002159;7820;2
5002209;21483;4
5002308;11864;3
5002407;29292;4
5002605;13694;3
5002704;874210;7
5002803;5972;2
5002902;21748;4
5002951;23940;4
5003108;5730;2
5003157;15016;3
5003207;109899;6
5003256;20159;4
5003306;33323;4
5003454;12773;3
5003488;11132;3
5003504;5827;2
5003702;218069;6
5003751;12224;3
5003801;19181;3
5003900;3027;1
5004007;9960;2
5004106;9991;2
5004304;15838;3
5004403;7618;2
5004502;23539;4
5004601;20637;4
5004700;23021;4
5004809;8836;2
5004908;7019;2
5005004;25758;4
5005103;4025;1
5005152;6553;2
5005202;22590;4
5005251;7177;2
5005400;44994;4
5005608;27525;4
5005681;18103;3
5005707;53188;5
5005806;14092;3
5006002;20772;4
5006200;52625;5
5006259;4041;1
5006275;5350;2
5006309;41755;4
5006358;13852;3
5006408;7683;2
5006606;89592;5
5006903;16879;3
5007109;23881;4
5007208;36144;4
5007307;4834;1
5007406;19569;3
5007505;5346;2
5007554;7732;2
5007695;25898;4
5007703;10790;3
5007802;6482;2
5007901;54575;5
5007935;18393;3
5007950;11284;3
5007976;3570;1
5008008;20855;4
5008305;117477;6
5008404;6041;2
5100102;5269;2
5100201;24501;4
5100250;50189;5
5100300;18164;3
5100359;6466;2
5100409;11532;3
5100508;10921;3
5100607;10246;3
5100805;9694;2
5101001;3036;1
5101209;931;1
5101258;16223;3
5101308;9455;2
5101407;21357;4
5101605;7872;2
5101704;33644;4
5101803;58974;5
5101852;6266;2
5101902;18688;3
5102504;91271;5
5102603;15386;3
5102637;33551;4
5102678;39933;4
5102686;6512;2
5102694;4630;1
5102702;20707;4
5102793;10136;3
5102850;8454;2
5103007;19049;3
5103056;11716;3
5103106;5535;2
5103205;32298;4
5103254;36161;4
5103304;19932;3
5103353;29471;4
5103361;3860;1
5103379;18689;3
5103403;590118;7
5103437;5049;2
5103452;9115;2
5103502;21294;4
5103601;7977;2
5103700;13451;3
5103809;3444;1
5103858;7296;2
5103908;5333;2
5103957;2964;1
5104104;34500;4
5104203;14615;3
5104500;2648;1
5104526;7171;2
5104542;6396;2
5104559;3800;1
5104609;12789;3
5104807;26633;4
5104906;7996;2
5105002;8776;2
5105101;33851;4
5105150;39779;4
5105176;14913;3
5105200;10971;3
5105234;5887;2
5105259;61515;5
5105309;2043;1
5105507;15534;3
5105580;10422;3
5105606;15870;3
5105622;26768;4
5105903;14917;3
5106000;5895;2
5106109;12484;3
5106158;14473;3
5106174;3655;1
5106182;6338;2
5106190;3596;1
5106208;3827;1
5106216;12388;3
5106224;42607;4
5106232;19465;3
5106240;11352;3
5106257;20639;4
5106265;8730;2
5106273;3876;1
5106281;5066;2
5106299;10884;3
5106307;21612;4
5106315;2498;1
5106372;16965;3
5106422;33630;4
5106455;2604;1
5106505;32241;4
5106653;6387;2
5106703;1560;1
5106752;43832;4
5106778;11995;3
5106802;5283;2
5106828;11603;3
5106851;2973;1
5107008;15985;3
5107040;59293;5
5107065;16512;3
5107107;18452;3
5107156;2646;1
5107180;9796;2
5107198;2320;1
5107206;5019;2
5107248;4360;1
5107263;3050;1
5107297;3908;1
5107305;19728;3
5107354;5416;2
5107404;4541;1
5107578;3854;1
5107602;222316;6
5107701;16908;3
5107743;2421;1
5107750;3347;1
5107768;3231;1
5107776;8049;2
5107792;4875;1
5107800;18392;3
5107859;11290;3
5107875;24305;4
5107883;1575;1
5107909;135874;6
5107925;85223;5
5107941;9309;2
5107958;98828;5
5108006;12967;3
5108055;9606;2
5108105;3682;1
5108204;3576;1
5108303;3468;1
5108352;3041;1
5108402;274013;6
5108501;10901;3
5108600;24835;4
5108808;4457;1
5108857;3159;1
5108907;8182;2
5108956;8822;2
5200050;8207;2
5200100;18775;3
5200134;22076;4
5200159;2564;1
5200175;5613;2
5200209;1967;1
5200258;195810;6
5200308;26770;4
5200506;2071;1
5200555;5784;2
5200605;7514;2
5200803;8645;2
5200829;3754;1
5200852;6018;2
5200902;3408;1
5201108;375142;6
5201207;1126;1
5201306;21746;4
5201405;542090;7
5201454;2517;1
5201504;4143;1
5201603;3731;1
5201702;19884;3
5201801;9765;2
5202155;7862;2
5202353;2957;1
5202502;9138;2
5202601;3422;1
5202809;2494;1
5203104;4677;1
5203203;10435;3
5203302;28514;4
5203401;8896;2
5203500;23998;4
5203559;9052;2
5203575;4143;1
5203609;3604;1
5203807;5817;2
5203906;9535;2
5203939;2583;1
5203962;3389;1
5204003;7935;2
5204102;12002;3
5204201;1414;1
5204250;8355;2
5204300;15287;3
5204409;18505;3
5204508;84900;5
5204557;3703;1
5204607;3622;1
5204656;3740;1
5204706;12321;3
5204805;7149;2
5204854;7345;2
5204904;19786;3
5204953;3399;1
5205000;9862;2
5205059;3610;1
5205109;102393;6
5205208;5041;2
5205307;9829;2
5205406;22155;4
5205455;8386;2
5205471;9110;2
5205497;66777;5
5205513;19583;3
5205521;3529;1
5205703;2514;1
5205802;11086;3
5205901;9332;2
5206206;55347;5
5206305;3029;1
5206404;16893;3
5206503;3606;1
5206602;2975;1
5206701;3389;1
5206800;2935;1
5206909;2133;1
5207105;2547;1
5207253;7750;2
5207352;3809;1
5207402;12231;3
5207501;3379;1
5207535;6947;2
5207600;6070;2
5207808;12923;3
5207907;15111;3
5208004;115789;6
5208103;4623;1
5208152;3777;1
5208301;4995;1
5208400;11471;3
5208509;5605;2
5208608;67507;5
5208707;1466105;7
5208806;41169;4
5208905;24103;4
5209101;34312;4
5209150;5656;2
5209200;14482;3
5209291;2206;1
5209408;4145;1
5209457;2052;1
5209606;3757;1
5209705;20472;4
5209804;3852;1
5209903;13675;3
5209937;6148;2
5209952;15213;3
5210000;52311;5
5210109;26747;4
5210158;2948;1
5210208;32242;4
5210307;2910;1
5210406;40872;4
5210562;4730;1
5210604;5456;2
5210802;4876;1
5210901;21691;4
5211008;6312;2
5211206;26586;4
5211305;6998;2
5211404;9019;2
5211503;102513;6
5211602;2554;1
5211701;6254;2
5211800;48216;4
5211909;98128;5
5212006;3004;1
5212055;2476;1
5212105;7468;2
5212204;19239;3
5212253;1490;1
5212303;7773;2
5212501;199615;6
5212600;2432;1
5212709;8271;2
5212808;10228;3
5212907;2226;1
5212956;4490;1
5213004;13379;3
5213053;2702;1
5213087;30696;4
5213103;62750;5
5213400;1666;1
5213509;8464;2
5213707;8236;2
5213756;12566;3
5213772;4447;1
5213806;45382;4
5213855;2351;1
5213905;4700;1
5214002;15125;3
5214051;5661;2
5214101;3906;1
5214408;8850;2
5214507;28271;4
5214606;45913;4
5214705;2373;1
5214804;2206;1
5214838;12810;3
5214861;8521;2
5214879;2961;1
5214903;3437;1
5215009;9389;2
5215207;3242;1
5215231;110096;6
5215256;4387;1
5215306;15472;3
5215405;3971;1
5215504;6340;2
5215603;32148;4
5215652;3514;1
5215702;27304;4
5215801;2424;1
5215900;3667;1
5216007;2712;1
5216304;9919;2
5216403;11221;3
5216452;3135;1
5216809;10548;3
5216908;2529;1
5217104;24885;4
5217203;11022;3
5217302;24761;4
5217401;31151;4
5217609;88863;5
5217708;17991;3
5218003;45305;4
5218052;3758;1
5218102;4044;1
5218300;35574;4
5218391;3360;1
5218508;48508;4
5218607;11036;3
5218706;4828;1
5218789;4112;1
5218805;217048;6
5218904;19994;3
5219001;7798;2
5219100;6393;2
5219209;3048;1
5219258;5309;2
5219308;38743;4
5219357;3857;1
5219407;8218;2
5219456;3359;1
5219506;2626;1
5219605;3710;1
5219704;9622;2
5219712;4780;1
5219738;5787;2
5219753;71887;5
5219803;12585;3
5219902;6366;2
5220009;12643;3
5220058;1547;1
5220108;33118;4
5220157;5071;2
5220207;22684;4
5220264;4037;1
5220280;2070;1
5220405;19697;3
5220454;105459;6
5220504;8323;2
5220603;20478;4
5220686;6891;2
5220702;2998;1
5221007;3625;1
5221080;3363;1
5221197;7634;2
5221304;2900;1
5221403;121266;6
5221452;3571;1
5221502;4818;1
5221551;5050;2
5221577;2961;1
5221601;40082;4
5221700;14195;3
5221809;3154;1
5221858;159500;6
5221908;3856;1
5222005;13675;3
5222054;8397;2
5222203;5731;2
5222302;5690;2
5300108;3039444;7
